source,target,weight
Ocean College,Physics,6.0
Ocean College,Physics and Telecommunication Engineering,2.0
Ocean College,Physics and Astronomy,2.0
Ocean College,Computational Biology and Medicine,2.0
Ocean College,Digital Biodesign and Personalized Healthcare,2.0
Medicale,Medicale II,6.0
Advanced Display and System Applications,Interface Science and Engineering in Advanced Materials,16.0
Advanced Display and System Applications,Applied Biology and Chemical Technology,8.0
Neurologic Diseases,Bioengineering and Therapeutic Sciences,32.0
Neurologic Diseases,Engineering in Medicine,16.0
Organizational Development,Psychology,2.0
Organizational Development,Employee Analytics and Business Strategy,2.0
Organizational Development,Work Psychology,2.0
Veterinary Microbiology and Preventive Medicine,Chemical and Biological Engineering,10.0
Biological Sciences; Field Crops,Botanical Garden,2.0
Biological Sciences; Field Crops,Biological Sciences,4.0
Pediatric Emergency Medicine,Emergency Medicine,24.0
Pediatric Emergency Medicine,Pediatrics,4.0
Pediatric Emergency Medicine,Medical Research,2.0
Pediatric Emergency Medicine,Medicine,12.0
Pediatric Emergency Medicine,Cardiology,2.0
Pediatric Emergency Medicine,Public Health,2.0
Pediatric Emergency Medicine,Population Health Sciences,8.0
Pediatric Emergency Medicine,Global Health,16.0
Pediatric Emergency Medicine,Anesthesiology and Critical Care Medicine,8.0
Pediatric Emergency Medicine,Critical Care Medicine,4.0
Information Communications,Applied Optics,6.0
Birth Defects and Related Diseases,Pediatrics,10.0
Birth Defects and Related Diseases,Obstetrics and Gynaecology,16.0
Forensic Medicine and Penitentiary Medicine,Forensic Medicine,6.0
Forensic Medicine and Penitentiary Medicine,Forensic Pathology,2.0
Forensic Medicine and Penitentiary Medicine,Forensic and Legal Medicine,4.0
Forensic Medicine and Penitentiary Medicine,Biochemistry and Genetics,2.0
Applied and Computational Mathematics and Statistics,Civil and Environmental Engineering and Earth Sciences,8.0
Applied and Computational Mathematics and Statistics,Statistics,4.0
Applied and Computational Mathematics and Statistics,Electrical Engineering,6.0
"Philosophy, Information-Communication, Language, Literature, Performing Arts",Comparative Literature and Poetics,2.0
Human Performance Research,Integrative Physiology,4.0
Cancer Biology and Genetics,Biochemistry,12.0
Cancer Biology and Genetics,Surgery,56.0
Cancer Biology and Genetics,Physiology and Cell Biology,4.0
"Gold Engineering Construction Supervision Co., Ltd. of Shandong Province",Design Consulting,4.0
Information and Prevention of AIDS and other STIs,Infectious Diseases,6.0
Information and Prevention of AIDS and other STIs,Health Center,4.0
Hematology & Oncology,Internal Medicine,4.0
Hematology & Oncology,Statistical Unit,2.0
Hematology & Oncology,Stem Cell Transplantation,4.0
Hematology & Oncology,Hematology and Stem Cell Transplantation,2.0
Hematology & Oncology,"Hematology, Cell Therapy and Hemostaseology",2.0
Hematology & Oncology,"Hematology, Hemostasis, Oncology, Stem Cell Transplantation",2.0
Hematology & Oncology,BMT,2.0
Hematology & Oncology,Medicine,6.0
Hematology & Oncology,LIRIC,2.0
Hematology & Oncology,"Hematology, Oncology and Clinical Immunology",2.0
Hematology & Oncology,Hematology,2.0
Hematology & Oncology,Biomedical Data Sciences,2.0
Hematology & Oncology,"Hematology, Oncology, Internal Medicine",2.0
Hematology & Oncology,Haematology,2.0
Hematology & Oncology,Surgery and Perioperative Care,4.0
Hematology & Oncology,Surgery,2.0
Hematology & Oncology,Colon and Rectal Surgery,6.0
Geography and Anthropology,Geodesy and Geomatics Engineering,2.0
Forest Property,Geography of the Environment,10.0
Forest Property,Ecology of Mediterranean Forests,6.0
Forest Property,Environmental Science,2.0
Forest Property,Cultural Heritage,2.0
Forest Property,Agriforestry Dynamics and Ecology,2.0
Forest Property,Archaeological Studies,2.0
Educational Research,Cognitive Science,2.0
Educational Research,Education and Professional Studies,4.0
Educational Research,Distributed Communications and Systems,4.0
Educational Research,Engineering,2.0
Educational Research,Museums and Digital Strategies,2.0
Physics of Materials and Nanomaterials,Physics,4.0
Physics of Materials and Nanomaterials,Electronics and Photonics,4.0
Physics of Materials and Nanomaterials,Mechanical Engineering,6.0
Physics of Materials and Nanomaterials,Science and Technology,2.0
"Microelectronics, Information Science and Technology",Electronic Science and Engineering,12.0
"Microelectronics, Information Science and Technology",Optoelectronic Engineering,2.0
"Microelectronics, Information Science and Technology",Vanadium and Titanium,2.0
Physics and Applied Physics,Electromagnetic Radiation Control Materials,32.0
Physics and Applied Physics,Disruptive Photonic Technologies,8.0
Physics and Applied Physics,Radiation Oncology,16.0
Physics and Applied Physics,Oncology,2.0
Physics and Applied Physics,Photonics,72.0
Physics and Applied Physics,Mathematical and Physical Sciences,36.0
Physics and Applied Physics,Physics,24.0
Physics and Applied Physics,Meta-Optical Systems,24.0
Physics and Applied Physics,Optoelectronics,12.0
Physics and Applied Physics,Quantum Technologies,12.0
Diagnosis and Treatment Technology for Hepatocellular Carcinoma,Hepatobiliary and Pancreatic Surgery,40.0
Diagnosis and Treatment Technology for Hepatocellular Carcinoma,Precision Diagnosis and Treatment for Hepatobiliary and Pancreatic Tumor,40.0
Diagnosis and Treatment Technology for Hepatocellular Carcinoma,Cancer,24.0
Diagnosis and Treatment Technology for Hepatocellular Carcinoma,Clinical Medicine,24.0
Diagnosis and Treatment Technology for Hepatocellular Carcinoma,Hepatobiliary and Pancreatic Diseases,24.0
Diagnosis and Treatment Technology for Hepatocellular Carcinoma,Bioorganic Phosphorus Chemistry & Chemical Biology,8.0
Diagnosis and Treatment Technology for Hepatocellular Carcinoma,Polymer Science and Engineering,16.0
Diagnosis and Treatment Technology for Hepatocellular Carcinoma,Gastroenterology,8.0
Diagnosis and Treatment Technology for Hepatocellular Carcinoma,Chemistry,8.0
Diagnosis and Treatment Technology for Hepatocellular Carcinoma,Self-Assembling Functional Materials,8.0
Biological Research,Biology and Ecology,12.0
Biological Research,Multidisciplinary Research,10.0
Biological Research,Chemistry,54.0
Biological Research,Biotechnology,30.0
Biological Research,Food Biotechnology,6.0
Biological Research,Phytopathology,6.0
Biological Research,Experimental Medicine,8.0
Biological Research,Respiratory Diseases,2.0
Biological Research,Scientific Research and Technology Applications,6.0
Biological Research,Bioproduct Development,6.0
Biological Research,Chemical and Energy Engineering,6.0
Biological Research,Marine Science,8.0
Biological Research,Marine Sciences,4.0
Biological Research,Biological Agricultural Sciences,18.0
Biological Research,Food Technology,24.0
Biological Research,Osteopathic Medicine,4.0
Biological Research,Biorobotics,2.0
Biological Research,Radiobiology,4.0
Biological Research,Cell and Neurobiology,2.0
Biological Research,Pharmaceutical Sciences,2.0
Biological Research,Anesthesiology,4.0
Biological Research,Molecular Bioimaging and Physiology,4.0
Biological Research,"Systematic, Evolution, Biodiversity",2.0
Biological Research,Biomedical and Clinical Sciences,4.0
Biological Research,Biology,2.0
Biological Research,Public Health,4.0
Biological Research,Bio-Interfaces,4.0
Biological Research,Applied Science and Intelligent Systems,2.0
Biological Research,Medical Biotechnologies,2.0
Biological Research,Precision and Regenerative Medicine,4.0
Biological Research,Immunity,2.0
Biological Research,"Translational Bone, Joint & Soft Tissue Research",2.0
Biological Research,Microgravity and Translational Regenerative Medicine,2.0
Biological Research,Radiation Biology,2.0
Biological Research,ATM,2.0
Biological Research,Medical Center,2.0
Biological Research,Biomedical Sciences,2.0
Biological Research,"Orthopaedics, Clinical Sciences",2.0
Biological Research,International Affairs,2.0
Biological Research,Life Sciences,2.0
Biological Research,Virology,2.0
Biological Research,3D Printing and Biofabrication,2.0
Biological Research,Molecular Life Sciences,2.0
Biological Research,Traumatology,2.0
Biological Research,Evolutive Medicine,2.0
Biological Research,Marine Biology,2.0
Biological Research,Aerospace Medicine,2.0
Biological Research,Pharmacological and Biomolecular Sciences,2.0
Biological Research,"Engineering Mathematics, Anthropology, Archaeology",2.0
Biological Research,Clinical and Experimental Medicine,4.0
Biological Research,Behavioural Sciences and Mental Health,2.0
Biological Research,Endocrinology and Metabolism,2.0
Biological Research,Biomedical Engineering,2.0
Biological Research,BioMEMS,2.0
Primary and Community Care; Public Health and Primary Care,Public Health and Primary Care,4.0
Primary and Community Care; Public Health and Primary Care,Innovations in Care,2.0
Primary and Community Care; Public Health and Primary Care,Primary and Community Care,2.0
Primary and Community Care; Public Health and Primary Care,Health Policy & Management,2.0
Primary and Community Care; Public Health and Primary Care,Psychiatric Nursing,2.0
Primary and Community Care; Public Health and Primary Care,Medicine for Older People,2.0
Primary and Community Care; Public Health and Primary Care,Primary Care and Elderly Care Medicine,2.0
"Archaeozoology, archaeobotany: societies, practices, and environments",Natural Sciences,8.0
"Archaeozoology, archaeobotany: societies, practices, and environments",Palaeontology,2.0
"Archaeozoology, archaeobotany: societies, practices, and environments",Geological Survey,2.0
"Archaeozoology, archaeobotany: societies, practices, and environments",Evolutionary Sciences,6.0
"Archaeozoology, archaeobotany: societies, practices, and environments",Archaeological Research,18.0
"Archaeozoology, archaeobotany: societies, practices, and environments",Natural History,12.0
"Archaeozoology, archaeobotany: societies, practices, and environments",Archaeology,6.0
"Archaeozoology, archaeobotany: societies, practices, and environments",Prehistory,6.0
"Archaeozoology, archaeobotany: societies, practices, and environments","Culture, Environment and Anthropology",24.0
"Archaeozoology, archaeobotany: societies, practices, and environments","Environmental, Dynamics and Mountain Territories",6.0
Brain Disorders,Chemistry,48.0
Brain Disorders,Functional Polymer Materials,16.0
Brain Disorders,Organic Chemistry,16.0
Islamic Economics and Finance,Business Administration,4.0
Islamic Economics and Finance,Business School,2.0
Islamic Economics and Finance,Finance,2.0
"Family, Population, and Preventive Medicine",Comparative Religion and Humanities,2.0
"Family, Population, and Preventive Medicine",Public Health,2.0
"Family, Population, and Preventive Medicine",English,2.0
Separation Membranes,Material Science and Engineering,144.0
CKD Prevention and Treatment,Nephrology,32.0
CKD Prevention and Treatment,Renal Disease,32.0
CKD Prevention and Treatment,Hematology,8.0
Biological and Chemical Engineering,Functional Food,132.0
Biological and Chemical Engineering,Public Health,28.0
Biological and Chemical Engineering,Life Science and Biotechnology,8.0
Biological and Chemical Engineering,Public Health and Management,4.0
Biological and Chemical Engineering,Gastroenterology,4.0
Biological and Chemical Engineering,Chemical Engineering,18.0
Biological and Chemical Engineering,Oncology,4.0
Biological and Chemical Engineering,Chemistry,14.0
Biological and Chemical Engineering,Environment Research Institute,2.0
Biological and Chemical Engineering,Physical and Electronics,2.0
Biological and Chemical Engineering,Materials Science and Chemical Engineering,16.0
Biological and Chemical Engineering,Energy Science and Engineering,2.0
"Superconducting and Electronic Materials, Innovative Materials",Chemical and Material Engineering,14.0
"Superconducting and Electronic Materials, Innovative Materials",Chemistry and Chemical Engineering,6.0
"Superconducting and Electronic Materials, Innovative Materials",Chemical Energy Storage and Novel Cell Technology,2.0
"Superconducting and Electronic Materials, Innovative Materials",Synchrotron Radiation,2.0
"Superconducting and Electronic Materials, Innovative Materials",Chemistry,4.0
"Superconducting and Electronic Materials, Innovative Materials",Sciences,2.0
Se-enriched Products Development and Quality Control,Selenium Science and Engineering,12.0
Se-enriched Products Development and Quality Control,Food Science,6.0
Se-enriched Products Development and Quality Control,Food Science and Nutrition,2.0
Metallurgical Process,Science,6.0
Metallurgical Process,Resource and Environmental Sciences,10.0
Cognitive Biases and Environmental Factors in Business Behavior,Statistical Analysis,8.0
Cognitive Biases and Environmental Factors in Business Behavior,Economy,16.0
Cognitive Biases and Environmental Factors in Business Behavior,Business Behavior,8.0
Nutrition and Healthcare Management,Osteopathic Medicine,2.0
Nutrition and Healthcare Management,Exercise Science and Physical Education,2.0
Nutrition and Healthcare Management,Kinesiology,4.0
Manufacturing Technology and Quality Management,Machine Design and Tribology,8.0
Manufacturing Technology and Quality Management,Materials Science,4.0
Financial Management,Urban planning,2.0
Financial Management,Political Geography,2.0
Financial Management,Production Engineering and Metallurgy,2.0
Financial Management,Administration and Economics,2.0
Financial Management,Business Administration,6.0
Perinatal Research,Neonatology,36.0
Perinatal Research,"Public Health, Physiotherapy, Sports Science",12.0
Perinatal Research,Medicine,12.0
Road Traffic Safety,Road Safety,2.0
"Quantum Dot Displays and Lighting, Photonic–Thermal–Electrical Energy Materials and Devices",Electrical and Electronic Engineering,16.0
"Quantum Dot Displays and Lighting, Photonic–Thermal–Electrical Energy Materials and Devices",Photonic–Thermal–Electrical Energy Materials and Devices,4.0
Professional and technological education,Intellectual Property and Technology Transfer for Innovation,2.0
Professional and technological education,Copyright Law,2.0
Professional and technological education,Qualitative Research,2.0
Professional and technological education,Education Professional and Technological,4.0
Professional and technological education,Education,2.0
Large Animal Medicine and Surgery,"Animal Reproduction, Gynecology and Obstetrics",20.0
Agriculture and Food Sciences,Horticultural Science,20.0
Agriculture and Food Sciences,Earth and Environmental Sciences,6.0
Agriculture and Food Sciences,Life and Environmental Sciences,8.0
Agriculture and Food Sciences,Land and Water,2.0
Agriculture and Food Sciences,"Plant Energy Biology, Molecular Science",14.0
Agriculture and Food Sciences,Plant Biology and Ecology,2.0
Agriculture and Food Sciences,Biology,6.0
Agriculture and Food Sciences,Synthetic Biology,2.0
Agriculture and Food Sciences,Pharmaceutical Chemistry,2.0
Extension Education,Plant Breeding and Genetics,10.0
Extension Education,Agriculture,66.0
Extension Education,Agricultural Assistant,64.0
Extension Education,"Ecology, Evolution and Behavior",4.0
Extension Education,Forest Resources,10.0
Extension Education,Forest Research,4.0
Extension Education,Forest Sciences,2.0
Extension Education,Environment,2.0
"Economics, Financial Studies",Finance,4.0
"Economics, Financial Studies",Financial Studies,2.0
Geophysical Institute,Climate Change Research,18.0
Geophysical Institute,Climate Research,48.0
Geophysical Institute,"Engineering, Mathematics, Physical Sciences",6.0
Geophysical Institute,Life and Environmental Sciences,12.0
Geophysical Institute,Polar and Marine Research,12.0
Geophysical Institute,Meteorology,36.0
Geophysical Institute,Ocean and Atmospheric Sciences,12.0
Geophysical Institute,Oceans and Atmosphere,24.0
Geophysical Institute,Meteorology and Climate Research,6.0
Geophysical Institute,Marine and Atmospheric Science,12.0
Geophysical Institute,Oceanographic & Meteorological Laboratory,12.0
Geophysical Institute,Dynamical Meteorology,6.0
Geophysical Institute,Climate and Environmental Sciences,42.0
Geophysical Institute,Geographical Sciences,12.0
Geophysical Institute,Environmental Sciences,6.0
Geophysical Institute,Computational Earth Sciences,6.0
Geophysical Institute,Atmospheric Sciences,6.0
Geophysical Institute,Oceanography,6.0
Geophysical Institute,Geosciences,12.0
Geophysical Institute,Earth Sciences,12.0
Geophysical Institute,Climate and Environmental Physics,6.0
Geophysical Institute,Earth System Science,6.0
Geophysical Institute,"Atmospheric Research, Climate and Global Dynamics, Terrestrial Sciences",6.0
Geophysical Institute,Atmospheric and Oceanic Sciences,6.0
Geophysical Institute,Environmental Research,6.0
Geophysical Institute,Climate and Ecosystem,12.0
Geophysical Institute,Environmental Geochemical Cycle Research,6.0
Geophysical Institute,Isotope Research,6.0
Geophysical Institute,Meteorology and Air Quality,12.0
Geophysical Institute,Biospheric Sciences,6.0
Geophysical Institute,Biogeochemistry,12.0
Geophysical Institute,Ocean Research,6.0
Geophysical Institute,Oceanic & Atmospheric Science,6.0
Geophysical Institute,Earth System Research Laboratory,6.0
Geophysical Institute,Forestry and Wildlife Sciences,6.0
Geophysical Institute,Statistics,6.0
Geophysical Institute,Science,6.0
Geophysical Institute,"Environmental Sciences, Climate Change Science",6.0
Geophysical Institute,Arctic Security and Resilience,6.0
Geophysical Institute,Geography,4.0
Geophysical Institute,Management,2.0
Geophysical Institute,Geophysical Science,16.0
Geophysical Institute,Physics of the Earth,8.0
Geophysical Institute,Wind Energy,8.0
Geophysical Institute,Psychology,20.0
Geophysical Institute,"Geophysical Institute, Climate Research",12.0
Geophysical Institute,Computer Science,2.0
Geophysical Institute,Informatics and Regional Management,2.0
Geophysical Institute,Geophysics and Engineering Seismology,4.0
Transducer Technology,Electronic and Information Engineering,4.0
Transducer Technology,Electronics and Information,2.0
Transducer Technology,Information Science and Technology,16.0
"Pharmacology, Molecular Biology",Interdisciplinary Research for Regional Integral Development,2.0
"Pharmacology, Molecular Biology",General Laboratory,2.0
"Pharmacology, Molecular Biology",Hematology,6.0
"Pharmacology, Molecular Biology","Medical Research in Thrombosis, Hemostasis, and Atherogenesis",6.0
"Pharmacology, Molecular Biology",Medical and Nutrition Sciences,2.0
"Pharmacology, Molecular Biology",Medicine,2.0
"Pharmacology, Molecular Biology",Medical Center,2.0
"Pharmacology, Molecular Biology",Clinical Analysis,2.0
"Pharmacology, Molecular Biology",Oncology,2.0
Maxillofacial and Plastic Surgery,Anesthesiology and Critical Care,10.0
Maxillofacial and Plastic Surgery,Medicine,10.0
Maxillofacial and Plastic Surgery,Molecular Genetics,8.0
Maxillofacial and Plastic Surgery,Human Genetics,2.0
Maxillofacial and Plastic Surgery,Clinical Genetics,2.0
"Psychiatry, Psychosomatics, and Psychotherapy",Child Neuropsychology,14.0
"Psychiatry, Psychosomatics, and Psychotherapy",Molecular Neuroscience and Neuroimaging,12.0
"Psychiatry, Psychosomatics, and Psychotherapy","Child and Adolescent Psychiatry, Psychosomatics and Psychotherapy",2.0
"Psychiatry, Psychosomatics, and Psychotherapy",Child and Adolescent Psychiatry and Psychotherapy,2.0
"Medicine, Nephrology",Medicine,4.0
Food Science & Engineering,Food Science and Engineering,4.0
Food Science & Engineering,Nutrition and Food Sciences,4.0
Cerebrovascular Medicine,Neurology,66.0
Cerebrovascular Medicine,Dermatology,6.0
Cerebrovascular Medicine,Radiology,6.0
Cerebrovascular Medicine,Preventive Medicine and Epidemiology,8.0
Education and Formation,"Education Quality Research Center, Professor of Policy and Practice",2.0
Mechanics of Materials,Green Process Equipment,8.0
Mechanics of Materials,Mechanical Engineering,8.0
Mechanics of Materials,Applied Materials,2.0
Mechanics of Materials,Materials Science and Engineering,2.0
Mechanics of Materials,Chemical Engineering and Biotechnology,4.0
Mechanics of Materials,Chemistry,2.0
Mechanics of Materials,Chemical and Materials Engineering,4.0
Nanostructures and Synchrotron Radiation,Atomistic Simulation,4.0
Rural Management,Management Studies,2.0
Rural Management,Sociology,2.0
Molecular and Life Sciences,Crop and Food Innovation,8.0
Molecular and Life Sciences,Biodiversity and Conservation,2.0
Molecular and Life Sciences,Ecology and Evolution,8.0
Molecular and Life Sciences,Botanic Gardens,8.0
Molecular and Life Sciences,Agriculture,4.0
Molecular and Life Sciences,"Biodiversity, Conservation and Attractions",4.0
Molecular and Life Sciences,"Ecology, Environment and Evolution",2.0
Molecular and Life Sciences,Molecules and Materials,40.0
Molecular and Life Sciences,Development Planning and Management,4.0
Molecular and Life Sciences,Science and Engineering,8.0
Molecular and Life Sciences,"Biology, Chemistry, and Geography",4.0
Molecular and Life Sciences,Paleontology,2.0
Molecular and Life Sciences,Earth Sciences,4.0
Molecular and Life Sciences,Evolutionary Anthropology,2.0
Molecular and Life Sciences,Ecology,2.0
Molecular and Life Sciences,Earth and Planetary Sciences,4.0
Development & Disease,Biology,18.0
Development & Disease,Cancer Center,4.0
Development & Disease,Medical and Human Genetics,2.0
Development & Disease,Biochemistry,4.0
Development & Disease,Bioinformatics,2.0
Development & Disease,Bioorganic Chemistry,4.0
"Landscape Development, Recreation and Conservation Planning",Public Finance,2.0
"Landscape Development, Recreation and Conservation Planning","Climate, Energy and Society",4.0
Materials Synthesis,Cell Biology,8.0
Materials Synthesis,Biopharmaceutics and Pharmacokinetics,4.0
Materials Synthesis,Pharmaceutical Science,4.0
Cell and Tissues; Histology and Anatomy,Veterinary Sciences,8.0
Cell and Tissues; Histology and Anatomy,"Chemical, Biological, Pharmaceutical and Environmental Sciences",8.0
Cell and Tissues; Histology and Anatomy,Veterinary Sciences; Marine Biological Resources and Biotechnology,2.0
Cell and Tissues; Histology and Anatomy,Biosciences and Aquaculture,4.0
Cell and Tissues; Histology and Anatomy,Anatomy and Embryology,2.0
Cell and Tissues; Histology and Anatomy,Cell and Tissues,2.0
Cell and Tissues; Histology and Anatomy,Toxicology and Environmental Disease,2.0
Cell and Tissues; Histology and Anatomy,Comparative Anatomy,2.0
Cell and Tissues; Histology and Anatomy,Anatomy and Cell Biology,2.0
Electronics Engineering,Information Systems Technology and Design,2.0
Electronics Engineering,Electrical Engineering,28.0
Electronics Engineering,Instrument Science and Engineering,2.0
Electronics Engineering,Space Technology,2.0
Electronics Engineering,Electronics & Communication Engineering,8.0
Electronics Engineering,Chemical Engineering,4.0
Electronics Engineering,Exact Sciences and Engineering,2.0
Electronics Engineering,Electronic and Electrical Engineering,44.0
Electronics Engineering,Scientific and Innovative Research,18.0
Electronics Engineering,Electrical and Electronics Engineering,6.0
Electronics Engineering,Electronics and Communication Engineering,6.0
Electronics Engineering,"Electronics, Communication and Computers",4.0
Electronics Engineering,Energy,4.0
Electronics Engineering,Electronics and Telecommunication,2.0
Electronics Engineering,Electronics and Telecommunication Engineering,2.0
Electronics Engineering,Information Technology,4.0
Electronics Engineering,Computer Science and Engineering,2.0
Electronics Engineering,"Healthcare Advancement, Innovation and Research",2.0
Electronics Engineering,Electronic and Communication Engineering,2.0
Electronics Engineering,Nanoscience and Engineering,2.0
Electronics Engineering,Advanced Sciences,2.0
Electronics Engineering,Functional Materials and Microsystems,2.0
Electronics Engineering,Mechatronics Engineering,6.0
Electronics Engineering,Informatics Engineering,2.0
Electronics Engineering,Game Technology,2.0
"Agro-Resources, Polymers and Process Engineering",Separation Procedure,20.0
"Agro-Resources, Polymers and Process Engineering",Chemistry,4.0
"Agro-Resources, Polymers and Process Engineering","Materials, Nanotechnology and Environment",8.0
Social Sciences and Business,Public Health,6.0
Social Sciences and Business,"Safety, Economics and Planning",2.0
Social Sciences and Business,Logistics,2.0
Social Sciences and Business,Political Science,2.0
Liberal Studies,Chemistry,4.0
Liberal Studies,Chemistry and Natural Sciences,2.0
Logistics and Digital Supply Chain,Logistics and Material Handling Systems,4.0
Quantum Information,Chemistry,4.0
Quantum Information,Computational Physical Science,2.0
Quantum Information,Quantum Technology,4.0
Quantum Information,Physics and Astronomy,12.0
Quantum Information,Integrated Circuits,8.0
Quantum Information,Quantum Technologies,4.0
Quantum Information,Physics,8.0
Quantum Information,Quantum Information and Quantum Physics,16.0
Quantum Information,Electrical and Computer Engineering,4.0
Quantum Information,Research and Advanced Studies,2.0
Water Diversion,Building and Real Estate,8.0
Water Diversion,Civil Engineering,20.0
Pathological Physiology,"Food, Nutrition, and Health",24.0
Pathological Physiology,Nuclear Medicine,10.0
Pathological Physiology,Diagnostic and Interventional Radiology,2.0
Pathological Physiology,"Endocrinology, Diabetology, and Metabolism",6.0
Pathological Physiology,Otorhinolaryngology – Head and Neck Surgery,6.0
Pathological Physiology,Endocrinology,6.0
Pathological Physiology,Functional Genomics,2.0
Pathological Physiology,Biology,4.0
Pathological Physiology,Medicine,32.0
Pathological Physiology,Biosciences and Nutrition,2.0
Pathological Physiology,Medical Data Management,2.0
Pathological Physiology,Hematology-Oncology,4.0
Pathological Physiology,Cancer Immunotherapy,12.0
Pathological Physiology,Clinical Hematology,2.0
Pathological Physiology,Internal Medicine Hematology and Oncology,4.0
Pathological Physiology,Hemato-Oncology,2.0
Pathological Physiology,Hematooncology,2.0
Pathological Physiology,Physical Chemistry,4.0
Pathological Physiology,Nuclear Sciences,4.0
Pathological Physiology,Medical Biochemistry,12.0
Pathological Physiology,Pharmacy,8.0
Pathological Physiology,Medical Biochemical Analysis,4.0
Pathological Physiology,Histology and Embryology,8.0
Pathological Physiology,Life Sciences and Chemistry,8.0
Pathological Physiology,Medical Chemistry,8.0
Pathological Physiology,Anatomy,4.0
Pathological Physiology,Medicine and Dentistry,32.0
Plant and Microbial Biology,Agronomy,18.0
Plant and Microbial Biology,Genomics,166.0
Plant and Microbial Biology,Synthetic and Systems Biology,4.0
Plant and Microbial Biology,Sustainable Plant Protection,4.0
Plant and Microbial Biology,Chemical Life Sciences & Environmental Sustainability,6.0
Plant and Microbial Biology,Architecture and Function of Biological Macromolecules,2.0
Plant and Microbial Biology,Biosciences and Bioresources,8.0
Plant and Microbial Biology,"Life, Health and Environmental Sciences",2.0
Plant and Microbial Biology,Integrative Biology of the Cell,2.0
Plant and Microbial Biology,Agroecology,4.0
Plant and Microbial Biology,Desert Research,2.0
Plant and Microbial Biology,Molecular Biosciences,2.0
Plant and Microbial Biology,Botany,4.0
Plant and Microbial Biology,Environmental Microbiology,4.0
Plant and Microbial Biology,Agricultural and Food Sciences,2.0
Plant and Microbial Biology,Botany & Plant Pathology,2.0
Plant and Microbial Biology,Research Science,2.0
Plant and Microbial Biology,Life Sciences and Systems Biology,2.0
Plant and Microbial Biology,Microbiology,2.0
Plant and Microbial Biology,Chemistry,4.0
Plant and Microbial Biology,Plant Physiology,2.0
Plant and Microbial Biology,Plant Gene Expression,4.0
Plant and Microbial Biology,Biology,12.0
Plant and Microbial Biology,Public and Environmental Affairs,2.0
Plant and Microbial Biology,Environmental Sciences,2.0
Plant and Microbial Biology,Tree Science,6.0
Plant and Microbial Biology,Environment,2.0
Nephrology and Kidney Transplantation,Biomedicine,10.0
Nephrology and Kidney Transplantation,Health Sciences,12.0
Nephrology and Kidney Transplantation,Biomedical Research,2.0
Nephrology and Kidney Transplantation,Medicine,2.0
Nephrology and Kidney Transplantation,Nephrology,2.0
Nephrology and Kidney Transplantation,Cancer Research and Aging,2.0
Nephrology and Kidney Transplantation,Epidemiology and Public Health,2.0
Enteric Diseases,Virology,12.0
Enteric Diseases,Paediatrics,2.0
Enteric Diseases,Pathogen Genomics,2.0
Enteric Diseases,Diarrheal Pathogens Research Unit,2.0
Enteric Diseases,Paediatrics and Child Health,2.0
Law and Genetics,Law,2.0
Law and Genetics,Public Health,2.0
Law and Genetics,"Business, Government, Law, Social Impact",2.0
Law and Genetics,Global Health,2.0
Law and Genetics,Psychology and Public Health,2.0
Law and Genetics,Regulation and Global Governance,2.0
Veterinary Medicine and Science,"Veterinary Epidemiology, Economics and Public Health",8.0
Veterinary Medicine and Science,Equine Internal Medicine,10.0
Veterinary Medicine and Science,Pathobiology,4.0
Veterinary Medicine and Science,Veterinary Medicine,6.0
Veterinary Medicine and Science,Pathology,6.0
Veterinary Medicine and Science,Molecular and Medical Virology,6.0
Veterinary Medicine and Science,Small Animal Internal Medicine,2.0
Veterinary Medicine and Science,Virology,6.0
Veterinary Medicine and Science,Structural and Cell Biology,2.0
Veterinary Medicine and Science,Medical Science,2.0
Veterinary Medicine and Science,Infection Research,2.0
Veterinary Medicine and Science,Population Medicine and Diagnostic Sciences,2.0
Veterinary Medicine and Science,Bioinformatics,2.0
Soils and Environment,Agricultural Science,64.0
Soils and Environment,Agriculture Microbiology,64.0
Marine Structures,Civil Engineering,2.0
Physics & Electronic Information Engineering,Photoelectric Sensing Application,8.0
Physics & Electronic Information Engineering,OptoElectronic Science and Technology for Medicine,8.0
Physics & Electronic Information Engineering,Electronic and Information Engineering,2.0
Pediatric Allergy and Immunology,Allergy and Pulmonology,18.0
Operative Dentistry and Endodontology,Oral Implantology,8.0
Operative Dentistry and Endodontology,Oral Medicine,4.0
Operative Dentistry and Endodontology,Geriatric Dentistry,4.0
Operative Dentistry and Endodontology,General Dentistry,2.0
Knowledge Engineering,Engineering,6.0
Knowledge Engineering,Radiology,12.0
Knowledge Engineering,Computer Science Engineering,4.0
Knowledge Engineering,Biomedical Engineering,6.0
Knowledge Engineering,Men’s Health,2.0
Knowledge Engineering,Food Science and Technology,2.0
Knowledge Engineering,Surgery,2.0
Knowledge Engineering,Electrical and Computer Engineering,2.0
Knowledge Engineering,Physiology & Biomedical Engineering,2.0
Knowledge Engineering,Cardiology,2.0
Knowledge Engineering,Radiology and Ultrasound,2.0
Knowledge Engineering,Interventional and Diagnostic Radiology,2.0
Knowledge Engineering,"Allergy, Clinical Immunology & Rheumatology",2.0
Surveying and Mapping,Geography,8.0
Surveying and Mapping,Resources and Environment Information Engineering,4.0
Surveying and Mapping,Mining and Geomatics Engineering,2.0
Surveying and Mapping,Engineering,2.0
